REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
418277;13412400000156;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;Administradora de Benefícios;RUA DOUTOR CARVALHO DE MENDONÇA;238;CONJUNTO 66;VILA BELMIRO;Santos;SP;11070101;13;33275089;33275089;INDEPENDENCIA@ADMINDEPENDENCIA.COM.BR;JOÃO BOLZAN NETO;REPRESENTANTE LEGAL;6;2011-11-10
329282;00322818000120;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;Autogestão;AVENIDA REPÚBLICA DO CHILE;230;SALAS 2401 A 2501;CENTRO;Rio de Janeiro;RJ;20031919;24;33578835;33578830;codep-planomedico@inb.gov.br;ANDRÉ LUIZ LEITE;GERENTE DE RECURSOS HUMANOS;4;1998-12-28
420301;25291830000146;INOVA ADMINISTRADORA DE BENEFÍCIOS LTDA ME;HUBCARE ADMNISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;AVENIDA RIO BRANCO;404;SALA 602, BLOCO II;CENTRO;Florianópolis;SC;88015200;;;;ricardo.deeke@hubcare.adm.br;RICARDO TIAGO DEEKE;SóCIO ADMINISTRADOR;4;2016-12-01
414981;07521370000113;INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA.;IOMA;Odontologia de Grupo;RUA GENESIO REGO;211;;MONTE CASTELO;São Luís;MA;65030650;98;32312101;32310044;ioma@elo.com.br;WELLINGTON JOSE ALVES NUNES;DIR TEC SAUDE E ADMINISTRATIVO;6;2004-10-29
415260;05597049000197;INSTITUTO DE SAÚDE ODONTOLÓGICA - ISODONT LTDA;ISODONT;Odontologia de Grupo;AVENIDA ERNANI DO AMARAL PEIXOTO;36;COMPLEMENTO 1301;CENTRO;Niterói;RJ;24020074;21;22200175;;isodont@isodont.com.br;RICARDO MAURICIO DUTRA;SÓCIO ADMINISTRADOR;6;2005-10-03
424439;58418932000139;INTEGRA ADMINISTRADORA DE BENEFICIOS LTDA;INTEGRA ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;R V N8;430;QUADRA 11 LOTE 13 SALA 02;RES BRISAS DO CERRADO;Aparecida de Goiânia;GO;74890764;62;81184749;;alexandre@barbieri.inf.br;ALEXANDRE ROGINA BARBIERI;REPRESENTANTE LEGAL;;2025-04-29
418340;13523003000151;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.;INTEGRAL CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo;RUA CONSELHEIRO SARAIVA;522;;VILA TIBÉRIO;Ribeirão Preto;SP;14050410;;;;administracao@integraldental.com.br;RICARDO NEGRÃO LUTTI;SÓCIO DIRETOR;5;2011-12-21
359394;60255171000193;INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA.;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.;Odontologia de Grupo;RUA SANTOS DUMONT;766;;VILA TIBÉRIO;Ribeirão Preto;SP;14050060;16;21027877;;administracao@integraldental.com.br;ANTONIO LUIZ DE OLIVEIRA;SÓCIO GERENTE;6;1998-12-21
423939;53654432000182;INTEGRALCARE PLANOS DE SAUDE LTDA;INTEGRALCARE PLANOS DE SAUDE;Medicina de Grupo;AV MANOEL DIAS DA SILVA;737;EDIF MULTI 1 ANDAR SALA 2A;PITUBA;Salvador;BA;41830000;71;991084561;;flavio.freitas83@gmail.com;FLÁVIO FREITAS DE OLIVEIRA;Sócio administrador;;2024-04-09
417998;11980614000101;INTERBRASIL ADMINISTRADORA DE BENEFICIOS  DE SAUDE LTDA;INTERBRASIL SAÚDE;Administradora de Benefícios;Avenida dos Autonomistas ;896;Anexo 900, Torre Santorini, Conj 1211;VILA YARA;Osasco;SP;06020012;85;30382168;;ans@interbrasilsaude.com.br;ANDREA OLIVEIRA DA COSTA ALMEIDA;REPRESENTANTE;4;2011-04-20
421375;29958867000136;INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;AVENIDA SÃO JOÃO;313;14º ANDAR, SALA 05;REPÚBLICA;São Paulo;SP;01043000;11;39497264;;diretoria@intervidaadm.com.br;CAROLINA MACIEL MORAIS;SÓCIO ADMINISTRADOR;;2018-09-11
423424;35288631000132;IPRESB - INSTITUTO DE PREVENÇÃO EM SAÚDE BUCAL LTDA;IPRESB;Odontologia de Grupo;AV DAS NACOES UNIDAS;10989;ANDAR 2 CONJ 22 SALA 03;BROOKLIN PAULISTA;São Paulo;SP;04578900;11;41301880;;contato@ipresbodonto.com.br;JOSÉ HERMICESAR BRILHANTE PALMEIRA;sócio administrador;;2022-11-16
366234;00395988000135;ITAIPU BINACIONAL;ITAIPU BINACIONAL;Autogestão;AVENIDA PRESIDENTE TANCREDO NEVES;6731;ESCRITORIO CENTRAL;CENTRAL HIDRELÉTRICA DE ITAIPU;Foz do Iguaçu;PR;85866900;45;35205747;35205874;planodesaude@itaipu.gov.br;REGIANE REZENDE DE FREITAS;REPRESENTANTE ;1;1998-12-21
423211;44301933000194;J&L ADMINISTRADORA DE BENEFICIOS E SOL EM SAUDE LTDA;;Administradora de Benefícios;AV ANTONIO CARLOS MAGALHAES;3244;ED THOME DE SOUZA, SALA 614;CAMINHO DAS ARVORES;Salvador;BA;41820000;75;99738055;;saudemaisbg@gmail.com;LACIMY MOREIRA TEIXEIRA;SÓCIO ADMINISTRADOR;;2022-05-11
424323;57352183000121;LAGO SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;LAGO SAUDE;Administradora de Benefícios;ESTRADA DO TINDIBA;1630;;TAQUARA;Rio de Janeiro;RJ;22740362;21;999434833;;leonardo@unimedicasaude.com;RODRIGO BARBOSA VILHENA;SOCIO ADMINISTRADOR;;2025-03-17
419095;17827384000113;LANCERS ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE LTDA.;;Administradora de Benefícios;RUA PASCHOAL BARDARO;2055;SALAS 02 E 03;JARDIM BOTANICO;Ribeirão Preto;SP;14021655;16;32342508;;viviane@lancers.com.br;VICTOR BITTENCOURT DE ARAUJO;Administrador;5;2013-10-03
424358;42728640000162;LD RODRIGUES LTDA;ODONTO MAIS;Odontologia de Grupo;AV BRASIL;860;SALA A;NOVA BRASÍLIA;Ji-Paraná;RO;76908354;69;992492049;;clinicaodontomaisro@gmail.com;LEIDE DAIANA RODRIGUES;SÓCIA DIRETORA;;2025-03-31
418706;15648898000186;LEXUS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;RUA GERMANIA;830;;BONFIM;Campinas;SP;13070770;19;81468998;81468998;GUSTAVO@COOPUS.COM.BR;SAMANTA POLLI ANTONIO;SÓCIA;4;2012-12-10
418595;14468083000152;LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.;LIFE CLASS;Administradora de Benefícios;AV PROFESSOR CARVALHO PINTO;69;;CENTRO;Caieiras;SP;07700210;11;31225380;;patricio@lcadm.com.br;PATRÍCIO SANTIAGO MATURANA FARIAS;SÓCIO ADMINISTRADOR;2;2012-10-08
424731;60932318000132;LIFE PLANS ADMINISTRADORA DE BENEFICIOS LTDA ;LIFEPLANS  ;Administradora de Benefícios;AVENIDA BARÃO DE TATUI;741;SALA 6;JARDIM VERGUEIRO;Sorocaba;SP;18030000;15;34118501;;HENRIQUE@AMCONTADORES.COM.BR;MARCELO CIRINO ;SOCIO - ADMINISTRADOR;;2025-11-10
423688;51103213000180;LIFEMED ADMINISTRADORA DE BENEFICIOS LTDA;BRMED  ;Administradora de Benefícios;RUA RIO AMAPÁ;82;CJ VIERALVES;NOSSA SENHORA DAS GRAÇAS;Manaus;AM;69053150;;;;rlicariao@hotmail.com;RENOIR ROTERDA DANTAS DA SILVA SAMPAIO LICARIÃO;SOCIO ADMINISTRADOR;;2023-09-04
418536;14095581000105;LIKE DENTAL PLANOS ODONTOLÓGICOS SS LTDA;ON DENTAL PLANOS ODONTOLÓGICOS;Odontologia de Grupo;RUA XV DE NOVEMBRO ;1155;SALA 1002;CENTRO;Curitiba;PR;80060000;41;32771313;;financeiro@sallusadministradora.com.br;JÉSSICA CRISTINA TAVARES MELLA;REPRESENTANTE LEGAL;6;2012-05-24
421685;30927464000109;LIVEN PRESTADORA DE SERVIÇOS LTDA;;Administradora de Benefícios;Rua Duque de Caxias ;302;601.0;Centro;Barra Mansa;RJ;27345010;24;999928674;;livenpds@gmail.com;TIAGO COMPASSO DE OLIVEIRA LIMA;Administrador;;2019-04-30
412490;05054671000159;LÍDER COMÉRCIO E INDÚSTRIA LTDA.;PROGRAMA DE ASSISTÊNCIA MÉDICA LÍDER;Autogestão;RUA PARIQUIS;1056;;JURUNAS;Belém;PA;66033590;91;40081000;40081329;NEUZA@LIDERNET.COM.BR;NEUZA LOBATO RODRIGUES VIEIRA;DIRETOR;;2000-10-23
416835;07873459000149;MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA;D.VIP+;Odontologia de Grupo;RUA CAMPOS SALES;2217;;CENTRO;Mirassol;SP;15130013;17;32423479;32423479;marciodmaciel@hotmail.com;MÁRCIO DELMAR MACIEL  ;SÓCIO - ADMINISTRADOR;6;2009-02-11
349291;01541601000174;MAIS DENTAL PLANOS ODONTOLOGICOS LTDA;MAIS DENTAL.COM E + DENTAL.COM;Odontologia de Grupo;RUA DA ALFANDEGA;80;SALA 402;CENTRO;Rio de Janeiro;RJ;20070004;21;34619797;;maisdental@maisdental.com;FABIO BERNARDO CALAZANS SILVA;SÓCIO-ADMINISTRADOR;4;1999-01-12
418048;12706827000102;MAIS VOCE ADMINISTRADORA DE BENEFICIOS LTDA;MAIS VOCE ADMINISTRADORA DE BENEFICIOS ;Administradora de Benefícios;Alameda  Campinas;457;8º  andar;Bairro  Jardim  Paulista;São Paulo;SP;01404100;61;32553000;32553030;jorge.vidote@evonsaude.com.br;JORGE VIDOTE ESLAVA;ADMINISTRADOR;4;2011-05-05
417564;11055313000163;MAPMA ADMINISTRADORA DE BENEFÍCIOS LTDA.;MAPMA;Administradora de Benefícios;RUA RODRIGO SILVA;26;SALA 1401;CENTRO;Rio de Janeiro;RJ;20011902;21;22164800;22164813;FINANCEIRO@MAPMA.COM.BR;MARCIO TELLES DE MENEZES DO PRADO MAIA;DIRETOR;4;2010-09-21
420964;26701100000139;MASTER HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA;MASTER HEALTH;Administradora de Benefícios;Praça Floriano ;51;19ª andar ;Centro;Rio de Janeiro;RJ;20031050;21;38048444;;diretoria@mhadm.com.br;MÁRCIO ÁLVARES DE ARAUJO;Diretor Administrativo-Fi;4;2017-07-21
329967;00844669000160;MATTOS ODONTOLOGIA LTDA;MATTOS ODONTOLOGIA LTDA;Odontologia de Grupo;RUA VICENTE DE PAULA LIMA;1036;;CENTRO;Serrana;SP;14150000;01;639873799;;seato@seato.com.br;CARLOS CESAR DE MATTOS;SOCIO-DIRETOR GERENTE;6;1998-12-22
424196;57303461000150;MAXIMED PLANOS DE SAUDE LTDA;MAXIMED SAUDE;Medicina de Grupo;RUA SETE DE SETEMBRO;55;SALA 1106;CENTRO;Rio de Janeiro;RJ;20050004;21;39235406;;RVIDAS93@GMAIL.COM;RENATO SILVEIRA MARTINS ;SOCIO - ADMINISTRADOR;;2024-12-16
417696;11235328000103;MAXMED ADMINISTRADORA DE BENEFICIOS LTDA;MAXMED;Administradora de Benefícios;RUA SANTA CRUZ;355;ANDAR SUPERIOR;CENTRO;Araras;SP;13600010;11;41184600;;contato@maxmed.com.br;JOSÉ ADILSON BONATTO;ADMINISTRADOR;6;2010-12-03
424064;35490202000143;MB PLANOS DE SAÚDE LTDA;MB PLANOS;Odontologia de Grupo;RUA PROFESSOR PLINIO GARCEZ DE SENA;7;SETOR B - SALA 203;MUSSURUNGA I;Salvador;BA;41490340;71;33211386;;financeiro@mbplanosodontologicos.com.br;MANOEL DUTRA DE ARAUJO FILHO;DIRETOR ADMINISTRATIVO E ;;2024-05-13
423611;48825895000120;MED CARE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;Avenida João Cabral de Melo Neto;850;bloco 2, sala 722;Barra da Tijuca;Rio de Janeiro;RJ;22775057;21;35531692;;thiago@unimedicasaude.com;GABRIELA NOBRE MEDEIROS PRIMO PEREIRA;SOCIA ADMINISTRADORA;;2023-07-24
419559;20613814000109;MED CORP SAÚDE CORPORATIVA LTDA - EPP;MED CORP SAÚDE CORPORATIVA;Administradora de Benefícios;AVENIDA PRESIDENTE VARGAS;309;PAVIMENTO 17;CENTRO;Rio de Janeiro;RJ;20040010;21;35532497;;MEDCORPSAUDE@MEDCORPSAUDE.COM.BR;NICOLAS MARTINS SALAME;SÓCIO-ADMINISTRADOR;4;2014-10-06
422797;41058486000104;MEDCORP ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;AVENIDA TREZE DE MAIO ;33;BLOCO B, SALA 1214;CENTRO;Rio de Janeiro;RJ;20031920;21;35531692;;thiago@unimedicasaude.com;ANTONY RODRIGUES PEREIRA;SOCIO ADMINISTRADOR;;2021-05-11
420859;26114773000192;MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A;MEDIATORIE ADMINISTRADORA;Administradora de Benefícios;RUA CONSTRUTOR SEBASTIÃO SOARES DE SOUZA;40;SALAS 1101 a 1104 e 1108 - ED. INFINITY;PRAIA DA COSTA;Vila Velha;ES;29101350;27;30940088;;ans@mediatorie.com.br;CASEMIRO ALVES RAMOS JUNIOR;Diretor Presidente;3;2017-04-10
424331;53654434000171;MEDICAL LIFE PLANOS DE SAÚDE LTDA;MEDICAL LIFE PLANOS DE SAUDE;Medicina de Grupo;AV MANOEL DIAS DA SILVA;737;EDIF MULTI 1 ANDAR SALA 2B;PITUBA;Salvador;BA;41830000;71;991084561;;flaviofreitas83@gmail.com;FLÁVIO FREITAS DE OLIVEIRA;Sócio administrador;;2025-03-17
424099;54542393000194;MEDSAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefícios;RUA SENADOR DANTAS;117;SALA 1219;CENTRO;Rio de Janeiro;RJ;20031911;21;9601788598;;thiago@unimedicasaude.com;ALEXANDRE RODRIGUES DA SILVA;ADMINISTRADOR;;2024-05-27
421391;29654067000121;MEGA ADMINISTRADORA DE BENEFÍCIOS LTDA;MEGA ADMINISTRADORA;Administradora de Benefícios;RUA CLÁUDIO SOARES;72;14º ANDAR, CONJUNTO 1417;PINHEIROS;São Paulo;SP;05422030;11;47654007;;osvaldo@saudemega.com.br;VALDEA TEIXEIRA DA SILVA;SÓCIA-ADMINISTRADORA;6;2018-09-11
424307;55707166000134;MERIDIAN ADMINISTRADORA DE BENEFÍCIOS LTDA;MERIDIAN ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;Rua João Pessoa de Matos;330;Sala 504;Praia da Costa;Vila Velha;ES;29101115;27;30224300;;wesley@meridian.adm.br;WESLEY BORGES FERNANDES;ADMINISTRADOR;;2025-01-27
424757;62493212000105;METTA ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;ESTRADA FRANCISCO DA CRUZ NUNES;5982;SALA 204;PIRATININGA;Niterói;RJ;24350310;21;9601788598;;thiago@unimedicasaude.com;JOÃO DE FIGUEIREDO PEREIRA CURADO;ADMINISTRADOR;;2025-12-15
416703;42509257000113;MINERAÇÃO CARAÍBA S/A;MINERAÇÃO CARAÍBA;Autogestão;FAZENDA CARAÍBA;S/N;CENTRO;DISTRITO DE PILAR;Jaguarari;BA;48967000;74;35321007;;fernanda.carvalho@ero.com;EDUARDO DE COME;REPRESENTANTE LEGAL;5;2008-08-20
422061;35056511000100;MMS ADMINISTRADORA DE BENEFICIOS LTDA;MMS BENEFICIOS;Administradora de Benefícios;AVENIDA RIO BRANCO;114;SALA 301;CENTRO;Rio de Janeiro;RJ;20040001;;;;leonardo@unimedicasaude.com;SEBASTIÃO FERNANDES BATISTA;REPRESENTANTE;6;2019-12-18
421677;28991278000197;MOUNT HERMON ADMINISTRADORA DE BENEFÍCIOS LTDA;MOUNT HERMON ADMINISTRADORA;Administradora de Benefícios;RUA MARECHAL DEODORO;869;CONJ 806 ANDAR 08 EDIFÍCIO CENTER TOWER;CENTRO;Curitiba;PR;80060010;41;33831000;;diretor@allcross.com.br;FRANCISCO NOGUEIRA DA SILVA;ADMINISTRADOR;4;2019-06-13
420140;23821141000170;MUITO MAIS SAÚDE ADMINISTRADORA DE BENEFÍCIOS;;Administradora de Benefícios;AVENIDA RIO BRANCO;114;SALA 301;CENTRO;Rio de Janeiro;RJ;20040001;21;35531692;;LEONARDO@UNIMEDICASAUDE.COM;SEBASTIÃO FERNANDES BATISTA;ADMINISTRADOR;3;2016-07-06
351351;01306081000115;MULTI - BUCAL ODONTOLOGIA LTDA - LTDA;MULTI-BUCAL CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo;AVENIDA INDEPENDÊNCIA ;1339;;JARDIM SUMARÉ;Ribeirão Preto;SP;14025390;16;38774888;;multibucal@multibucal.com.br;ELIAS PACHECO ISSA;DIRETOR GERENTE;6;1998-12-21
421286;21977451000153;NACIONAL SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;NACIONAL SAÚDE;Administradora de Benefícios;ESTRADA DA URUCANÇA;50;BLOCO 04, SALA 313;ANIL;Rio de Janeiro;RJ;22750030;;;;leandro.ss@ig.com.br;LUZIA DA SILVEIRA SANTOS;ADMINISTRADOR;3;2018-06-28
415057;02949417000120;NEWKLIN ODONTOCLÍNICA LTDA. ME.;NEWKLIN ODONTOCLÍNICA;Odontologia de Grupo;RUA PARA;422;;CENTRO;Morrinhos;GO;75650000;64;34131803;34131803;planosnewklin@gmail.com;JOSE MARCELO AZEVEDO REZENDE;SOCIO;5;2004-12-06
424561;59545401000170;NOVAMED PLANOS DE SAUDE LTDA;NOVAMED;Medicina de Grupo;Rua C 139;846;Quadra 321 lote 14;Jardim America;Goiânia;GO;74275070;62;992990711;;mrperillo@hotmail.com;JULIO EDUARDO FERRO;REPRESENTANTE LEGAL;;2025-07-21
352888;42515882000178;NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP;NUCLEP;Autogestão;Avenida das Américas;3500;Le Monde Office, bloco 01, sala 613;Barra da Tijuca ;Rio de Janeiro;RJ;22640102;21;37814522;;saude@nuclep.gov.br;KAREN OLIVEIRA SANTOS;ASSISTENTE DE PLANO DE SAÚDE;6;1998-12-28
421464;08961113000165;ODONTO ALEGRE CLINICAS E PLANOS ODONTOLOGICOS LTDA;ODONTO ALEGRE CLINICAS E PLANOS ODONTOLOGICOS LTDA;Odontologia de Grupo;Rua Dos  Andradas;1091;Sala 61;Centro Historico;Porto Alegre;RS;90020015;51;32257031;;financeiro@odontoalegre.com.br;ADRIANA MARIA ALBARELLO;Socia Administradora;4;2018-10-09
312321;00515717000176;ODONTO JARAGUÁ LTDA;ODONTO JARAGUA;Odontologia de Grupo;RUA JOÃO PICOLLI ;322;SALAS 602 a 604;CENTRO;Jaraguá do Sul;SC;89251590;47;33711312;33711312;odontojaragua@odontojaragua.com.br;ALBERTO ATAÍDE SALDANHA;DIRETOR PRESIDENTE;5;1998-12-28
406414;01468033000123;ODONTO LIFE ASSISTÊNCIA ODONTOLÓGICA S/A.;ODONTO LIFE;Odontologia de Grupo;RUA 24 DE MAIO;1365;LOJA 01 - ANDAR TÉRREO;REBOUÇAS;Curitiba;PR;80230080;41;30998850;;matias@odontolifeodontologia.com.br;PEDRO PEREIRA;REPRESENTANTE LEGAL;1;1999-07-16
422851;36765005000152;ODONTO MAIS BRASIL OPERADORA DE PLANOS ODONTOLOGICO LTDA;ODONTO MAIS BRASIL OPERADORA DE PLANOS ODONTOLOGICO;Odontologia de Grupo;AV RIO JUTAI;26;QD 36 - COND. RESID. ISAIAS VIEIRA;NOSSA SENHORA DAS GRACAS;Manaus;AM;69053020;92;93791095;;administrativo@maisodontobrasil.com.br;EZEQUIAS NASCIMENTO DOS SANTOS;ADMINISTRADOR;6;2021-06-14
422622;36194357000103;ODONTO MAIS SAUDE EMPREENDIMENTOS LTDA.;ODONTOMAIS SAUDE;Odontologia de Grupo;MARIA NAZARE LACERDA;165;LOJA 13;JARDIM DO LAGO;Nova Serrana;MG;35522000;37;32285767;;fredericomaciente@gmail.com;PAULO HENRIQUE LACERDA FERREIRA;Sócio administrador;;2021-01-28
405671;92395847000130;ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA;ODONTO PLUS;Odontologia de Grupo;AVENIDA CAÇAPAVA;146;;PETROPOLIS;Porto Alegre;RS;90460130;51;33881766;33881766;odontoplusrs@odontoplusrs.com.br;NILSE FROZZA DA CRUZ;SOCIA GERENTE;4;1999-07-01
344486;01208983000119;ODONTOBASE PLANOS DE SAUDE LTDA.;ODONTOBASE;Odontologia de Grupo;RUA ALEXANDRE HERCULANO;197;SALA 2001;GONZAGA;Santos;SP;11050031;13;30407400;;diretoria@odontobase.com.br;CLAUDIO CIORLIA DENIPOTI;SÓCIO - DIRETOR;5;1998-12-28
423491;47313264000169;ODONTOBRAS PLANOS ODONTOLOGICOS LTDA;ODONTOBRAS;Odontologia de Grupo;Rua Artur de Azevedo;1697;Salas 1 e 2;Pinheiros;São Paulo;SP;05404014;;;;diretoria@odontobras.net.br;ANA LUCIA SEIXAS;Repr junto à ANS;4;2022-12-12
418111;94523503000195;ODONTOCLINICA RCC LTDA. S/S;;Odontologia de Grupo;AVENIDA RIO BRANCO ;209;SALA 3;SãO PELEGRINO;Caxias do Sul;RS;95010060;54;30255255;;planoodontologico@odontoclinica24h.com.br;ZILSON LUIZ RISSON;DIRETOR;6;2011-05-31
422924;40650166000178;ODONTOCOOP - OPERADORA DE PLANOS DE SAÚDE LTDA;ODONTOCARD;Odontologia de Grupo;RUA DOUTOR PEDRO MONTEIRO;54;SALA 02;CENTRO;Maceió;AL;57020380;82;30214141;;administrativo@odontocardoficial.com.br;CLEWERTON FARIAS DE BRITO;SÓCIO ADMINISTRADOR;;2021-08-11
419184;15441865000160;ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME;ODONTOMAIS;Odontologia de Grupo;RUA CORONEL CASCUDO;331;;CIDADE ALTA;Natal;RN;59025260;84;32213918;32213918;ADMODONTOMAIS@HOTMAIL.COM;CLIMÉRIO DE ALMEIDA MAIA NETO;ADMINISTRADOR;5;2013-11-11
419583;17211049000196;ODONTOMAXI OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;ODONTOMAXI;Odontologia de Grupo;RUA DAS PITANGUEIRAS;18;SALA 72 - 7º ANDAR;JARDIM PITANGUEIRAS I;Jundiaí;SP;13202450;11;45274800;;flavia.magalhaes@odontomaxi.com.br;FLÁVIA MAGALHÃES DA SILVA;SÓCIO-ADMINISTRADOR;6;2014-10-06
412040;00361946000183;ODONTOREAL LTDA.;ODONTOREALE;Odontologia de Grupo;AV. GOV. CARLOS DE LIMA CAVALCANTI;229;;DERBY;Recife;PE;50070110;81;30718299;;odontoreale@gmail.com;ALEXANDRE JOSÉ FERRAZ;SÓCIO GERENTE;6;2000-08-29
422185;36414737000106;OLIVA ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;AVENIDA NOSSA SENHORA DE COPACABANA;817;SALA 601;COPACABANA;Rio de Janeiro;RJ;22050002;;;;marcelo.espindola@olivabeneficios.com.br;MARCELO ESPINDOLA DOS SANTOS;REPRESENTANTE LEGAL;6;2020-03-16
424030;52917897000116;OMEGA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA.;;Odontologia de Grupo;AV. DOUTOR MORAES SALLES;637;6 ANDAR CONJ 6;CENTRO;Campinas;SP;13010000;19;984195150;;operadoraomegaodonto@gmail.com;ELENY LÚCIO CASTILHO;SOCIO ADMINISTRADOR;;2024-04-29
422673;37303850000179;OPERADORA DE PLANOS ODONTOLOGICOS ULTRAODONTO LTDA;ULTRAODONTO;Odontologia de Grupo;RUA CARLOS DIAS DA SILVA;37-A;;ITINGA;Lauro de Freitas;BA;42738560;71;30514003;;meireantunes@ultraodonto.com.br;JONE LIMA MOREIRA;SOCIO ADMINISTRADOR;3;2021-02-09
420743;25186649000170;OPERADORA DE PLANOS ODONTOLÓGICOS ODONTOCLÍNICA LTDA;ODONTOCLÍNICA PLANOS ODONTOLÓGICOS;Odontologia de Grupo;RUA 24 DE NOVEMBRO;182;;CENTRO - SERRA CAIADA;Serra Caiada;RN;59245000;84;988148097;;AGASILVA2@HOTMAIL.COM;AGAMENON SEVERIANO DA SILVA;SÓCIO ADMINISTRADOR;5;2016-12-28
418200;83335596000108;ORAL BLUE LTDA;ORAL BLUE;Odontologia de Grupo;RUA EUCLIDES DA CUNHA;21;;CASTANHEIRA;Belém;PA;66645130;;;;ANS@ORALBLUE.COM.BR;SANDOVAL RIBEIRO RODRIGUES;SÓCIO-PROPRIETÁRIO;5;2011-09-13
418447;04942097000102;ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA;ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA;Odontologia de Grupo;AVENIDA ESTADOS UNIDOS;311;;PARQUE DAS NAçOES;Santo André;SP;09210300;11;49974869;;oralgam@terra.com.br;GIL CARLOS FERNANDES;DIRETOR TÉCNICO ;6;2012-03-14
366510;01972369000129;ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA;ORAL SAÚDE DE IBITINGA SERV. ODONTOL. S/S LTDA;Odontologia de Grupo;AVENIDA DOM PEDRO II;1095;;CENTRO;Ibitinga;SP;14940000;16;33427336;33427336;oralsaudeibitinga@uol.com.br;RENATO LUIZ MARTINS;DIRETOR;6;1999-01-27
420972;26766016000101;ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS LTDA;ORALPLAN;Odontologia de Grupo;AVENIDA CARAVELAS;03;SALA 28 - ED. GALERIA DIVAMAR;PRAIA DO FRANCES;Marechal Deodoro;AL;57160000;;;;diretoria@oralplan.vc;FABIO SANTOS DE ALMEIDA;REPRESENTANTE;5;2017-07-21
404772;01628329000164;ORION ODONTOLOGIA LTDA;;Odontologia de Grupo;AVENIDA PAULISTA;1765;7º ANDAR, CONJ. 72 - CV 8262;BELA VISTA;São Paulo;SP;01311200;11;44782800;44782800;orion@orionodonto.com.br;PAULO CARDONA LICCA;Sócio Administrador;4;1999-06-08
416371;07479804000164;ORION PLANOS E SERVIÇOS ODONTOLÓGICOS LTDA;ODONTOMIX;Odontologia de Grupo;Rua Visconde de Inhaúma;468;Salão Comercial ;Centro;Ribeirão Preto;SP;14010902;;;;andrei@odontomix.com.br;ANDREI SANT' ANA MARQUES DE OLIVEIRA;SÓCIO-ADMINISTRADOR;4;2007-09-18
419991;18496204000120;OROS OPERADORA DE PLANOS ODONTOLÓGICOS LTDA ME;OROS OPERADORA DE PLANOS ODONTOLÓGICOS;Odontologia de Grupo;AVENIDA JOSÉ RUSCHI;246;;CENTRO;Santa Teresa;ES;29650000;27;32591077;;MARCELOSALVIATO@HOTMAIL.COM;MARCELO NASCIMENTO SALVIATO;SÓCIO ADMINISTRADOR;5;2015-12-09
423483;43873924000105;P4H GESTAO DE BENEFICIOS LTDA;PEOPLE 4 HEALTH BENEFICIOS;Administradora de Benefícios;Rua Dom Jaime Câmara;170;Salas 101 e 102;Centro;Florianópolis;SC;88015120;;;;ricieri@p4hsaude.com;RICIERI DO ROSARIO RAMOS;Sócio Administrador;;2023-02-13
