REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
306045;72547623000190;SANTA CASA DE MISERICÓRDIA DE TUPÃ;PLANO SANTA CASA SAUDE DE TUPÃ;Filantropia;RUA MANOEL FERREIRA DAMIÃO;426;;VILA ABARCA;Tupã;SP;17601901;14;34045555;;administrador@santacasatupa.org.br;VALDIR ANTONIO BETTIO;PROVEDOR;5;1998-12-28
330116;72957814000120;SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA;SANSAÚDE;Filantropia;RUA MINAS GERAIS;3051;;SANTA ELISA;Votuporanga;SP;15500000;17;34059133;34059133;adm@sansaude.com.br;AMARO RICARDO QUEIROZ RODERO;Provedor;6;1998-12-22
344915;44945962000199;SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS;SANTA CASA SAÚDE;Filantropia;AV DR. MANOEL FURTADO;235;;CENTRO;Batatais;SP;14300000;16;36601444;36601515;planosaude@santacasabatatais.com.br;MARIA HELENA NORI BOMBONATO;PROVEDORA;5;1998-12-28
422762;55990451000105;SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA;;Filantropia;RUA TIBIRIÇA;1172;;CENTRO;Ribeirão Preto;SP;14010090;16;39775501;;ans@beneribeiraopreto.com;RICARDO MARQUES;DIRETOR PRESIDENTE;5;2021-05-24
420085;23053901000147;SANTA CASA DE SAÚDE - SCS;SCS;Medicina de Grupo;AVENIDA CEZAR HILAL;391;;BENTO FERREIRA;Vitória;ES;29050657;;;;ans@santacasadesaude.com;MARIA DA PENHA RODRIGUES D'AVILA;PROVEDORA;5;2016-03-30
355097;43293604000186;SANTA HELENA ASSISTÊNCIA MÉDICA S/A.;SANTA HELENA SAÚDE;Medicina de Grupo;RUA BERING;114;;JARDIM DO MAR;São Bernardo do Campo;SP;09750510;11;43481111;43376808;marli.mendes@sham.com.br;ALEXANDRE GINO CAMARGO ZORNIG;Diretor;5;1998-12-18
409243;03424929000136;SAUDE PAS - MEDICINA E ODONTO;SAUDE PAS;Autogestão;RUA JERÔNIMO COELHO;212;2º ANDAR;CENTRO;Porto Alegre;RS;90010240;51;30924800;;saudepas@saudepas.com.br;LUIZ ONOFRE MACHADO MEIRA;PRESIDENTE;4;1999-10-21
424463;59452478000103;SAUDE SALV ASSISTENCIA MEDICA LTDA;SALV SAUDE;Medicina de Grupo;AV CALAMA;2561;;LIBERDADE;Porto Velho;RO;76803883;;;;supervisao@salvsaude.com.br;MATHEUS DOS SANTOS BEZERRA;SOCIO ADMINISTRADOR;;2025-04-29
424145;54698763000187;SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA;SAUDE VIVA ADM;Administradora de Benefícios;AV IPIRANGA;313;10 ANDAR SL 04;REPUBLICA;São Paulo;SP;01046010;;;;WILLIAM@VILAVELHA.COM.BR;WILLIAM MARCOS ALZANIAV IPIRANGA;SOCIO ADMINISTRADOR;;2024-06-24
423645;49481538000154;SAUDIA ASSISTENCIA MÉDICA LTDA;POP VITA;Medicina de Grupo;RUA MARTINÉSIA ;113;3º ANDAR;CENTRO;Uberlândia;MG;38400109;34;32396995;;secretariadegovernanca@unimeduberlandia.coop.br;RICHARD CORDEIRO DE OLIVEIRA;DIRETOR SUPERINTENDENTE;;2023-10-30
421154;28633372000174;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;SAÚDE BRASIL;Medicina de Grupo;AL MAMORE;535;ESCRITÓRIO 1110 , 11º ANDAR ;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;06454040;71;91353997;;ceo@opsaudebrasil.com.br;JANAINA ARAUJO MASCARENHAS DA SILVA;SÓCIA-ADMINISTRADORA;6;2018-03-18
414310;04859814000137;SAÚDE BRB - CAIXA DE ASSISTÊNCIA ;SAÚDE BRB;Autogestão;SETOR DE AUTARQUIAS NORTE ;QUADRA 5;LOTE C,  TORRE B,  3º ANDAR - CENTRO EMP;ASA NORTE;Brasília;DF;70040250;61;33251666;30359440;diretorsuperintendente@saudebrb.com.br;ELIANE DE FÁTIMA MONTEIRO;DIRETORA SUPERINTENDENTE;4;2002-05-07
414930;05029064000139;SAÚDE SANTA TEREZA LTDA.;;Medicina de Grupo;RUA JOSÉ PAULINO;1248;ANDAR 8 CONJUNTO 08;CENTRO;Campinas;SP;13013001;19;37334330;37334332;ggprado@terra.com.br;GUILHERME DE MEDEIROS PRADO;DIRETOR;5;2004-08-17
412058;03977587000181;SBC SAÚDE LTDA.;SBC SAÚDE ;Medicina de Grupo;RUA BLUMENAU;354;;VILA LEOPOLDINA;São Paulo;SP;05319020;11;26598730;;sbc@saudesbc.com.br;OSWALDO MASSUO AKIMOTO ;SÓCIO-ADMINISTRADOR;4;2000-08-29
421634;28953753000130;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;;Medicina de Grupo;ESTRADA INTENDENTE MAGALHÃES;476;;OSWALDO CRUZ;Rio de Janeiro;RJ;21331720;21;24531545;;operadora@sdmoperadora.com.br;LISLEY DOS REIS PAULO;ADMINISTRADORA;4;2019-03-11
358053;37035441000139;SELECT OPERADORA DE PLANO DE SAUDE LTDA;SELECT;Medicina de Grupo;RUA 14;397;LOJA 05 QUADRAC8 LOTE 2/94E EDIF ID VIDA;SETOR OESTE;Goiânia;GO;74120070;62;32242808;32125833;contabilidade@selectoperadora.com.br;AUGUSTO CESAR RAMOS DE ARAUJO;SOCIO/ADMINISTRADOR;5;1998-12-30
414654;04222235000189;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;SEMPRE ODONTO;Odontologia de Grupo;RUA EVARISTO DA VEIGA;55;SALAS 2401 A 2407;CENTRO;Rio de Janeiro;RJ;20031040;21;22726200;;eliseu@sempreodonto.com.br;ELISEU BATISTA DOS SANTOS;SÓCIO;4;2003-10-10
407224;03219363000100;SEPACO SAÚDE LTDA;SEPACO SAUDE;Medicina de Grupo;RUA VERGUEIRO;4210;1º ANDAR;VILA MARIANA;São Paulo;SP;04102900;11;21824676;21824677;produtoseregulacao@sepaco.org.br;LUCI MEIRE PIVELLI USBERCO;ADMINISTRADORA;4;1999-08-11
303739;64924095000112;SERMED-SAÚDE LTDA.;;Medicina de Grupo;Rua Dr. Olidair Ambrósio;1636;;Centro;Sertãozinho;SP;14160170;16;39451212;;legislacao@sermedsaude.com.br;MANOEL RUBENS PORTO FILHO;DIRETOR FINANCEIRO;5;1998-12-16
424188;50565317000143;SERV  SOCIAL AUTÔNOMO DE ASSIST À SAÚDE DOS SERV PÚBLICOS E MILITARES DE GOIÁS;IPASGO SAÚDE;Autogestão;Av. Primeira Radial;586;;Set Pedro Ludovico;Goiânia;GO;74820300;62;32382662;;presidencia@ipasgo.go.gov.br;BRUNO MAGALHÃES D¿ABADIA;Presidente;;2024-10-01
414701;05774975000190;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;SERVDONTO;Odontologia de Grupo;RUA CEDRO;202;LOJA 01;SÃO JOSÉ;Aracaju;SE;49020170;;;;informatica@servdonto.com.br;HELCIO CASTRO PEREIRA;DIRETOR;2;2003-10-31
420077;60961422000155;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;SEPACO;Autogestão;RUA VERGUEIRO;4210;;VILA MARIANA;São Paulo;SP;04102900;11;21824444;55739804;produtoseregulacao@sepaco.org.br;LUCI MEIRE PIVELLI USBERCO;SUPERINTENDENTE GERAL;4;2016-02-22
422371;02753398000162;SF SISTEMAS DE SAÚDE LTDA;;Medicina de Grupo;ALAMEDA RIO NEGRO;877;CJ 206 T B ;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;06454000;11;46156692;;leandro.colozzi@sagradafamiliasaude.com.br;JOSE AUGUSTO CAVALCANTI MELO;SOCIO ADMINISTRADOR E RES;4;2020-09-03
356476;79831608000118;SIM - CAIXA DE ASSISTÊNCIA À SAÚDE;SIM;Autogestão;RUA VINTE E QUATRO DE ABRIL;2977;SLJ CENTRO EXECUTIVO PALHOÇA;CENTRO;Palhoça;SC;88131030;48;32169200;;sim@simplanodesaude.com.br;ALFEU LUIZ ABREU;DIRETOR EXECUTIVO;6;1998-12-21
361011;03657699000155;SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL;SINDIFISCO NACIONAL;Autogestão;SDS CONJUNTO BARACAT, 1º ANDAR SALAS 1 A;11;;ASA SUL;Brasília;DF;70392900;61;21035205;;saude@unafiscosaude.org.br;ADRIANO LIMA CORRÊA;DIRETOR DE PLANO DE SAÚDE;4;1998-12-28
333239;01672007000112;SISTEMA PREVSAUDE DENTAL LTDA;PREVTOP;Odontologia de Grupo;AVENIDA DUQUE DE CAXIAS;1422;;CENTRO;Fortaleza;CE;60035111;85;35352200;;juridico@prevtop.com.br;LUCINEIDE ALVES DE MELO ALBUQUERQUE;SÓCIO ADMINSTRADOR;5;1998-12-28
402001;53454617000143;SISTEMA TOTAL DE SAÚDE LTDA.;STSAUDE - SISTEMA TOTAL DE SAUDE;Medicina de Grupo;RUA AURÉLIA;652;;VIILA ROMANA;São Paulo;SP;05046000;11;38622980;38710257;cemesp@uol.com.br;SALIM NADER NETO;SOCIO ADMINISTRDOR;4;1999-03-12
352586;02852017000100;SISTEMAS E PLANOS DE SAÚDE LTDA.;SISTEMAS;Medicina de Grupo;AV VIEIRA DE CARVALHO;172;9° ANDAR;REPÚBLICA;São Paulo;SP;01210902;11;32241200;32241200;juridico@sistemasplanosdesaude.com.br;ROGÉRIO GUEDES COSTA;REPRESENTANTE LEGAL;4;1998-12-17
420051;19031941000110;SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.;SMARTCARE ODONTOLOGIA;Odontologia de Grupo;ALAMEDA SANTOS;1827;11º ANDAR, SALA 111;CERQUEIRA CÉSAR;São Paulo;SP;01419100;;;;regulatorio@bluemedsaude.com.br;RICARDO GUIMARÃES DE QUEIROZ ;ADMINISTRADOR;5;2016-02-03
326500;50739135000141;SOBAM CENTRO MÉDICO HOSPITALAR S.A.;SOBAM CENTRO MÉDICO HOSPITALAR S.A.;Medicina de Grupo;RUA VINTE E TRES DE MAIO;790;1º ANDAR;VIANELO;Jundiaí;SP;13207070;11;45831233;45831235;marcia.miranda@anacostasaude.com.br;ALEXANDRE GINO CAMARGO ZORNIG;REPRESENTANTE;5;1998-12-21
413721;16608812000154;SOCIEDADE BENEFICENTE DEZOITO DE JULHO;SOCIEDADE BENEFICENTE DEZOITO DE JULHO;Medicina de Grupo;AVENIDA DEZOITO DE JULHO;227;;SÃO JOSÉ;Além Paraíba;MG;36660000;32;34624053;34624047;cbn@cbnassessoria.com.br;KIRCLE TAVARES BASTOS;REPRESENTANTE LEGAL;6;2001-05-21
411809;03627391000167;SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA;SAMEISA ;Autogestão;AV. FRANCISCO MARTINS BASTOS ;80;;SANTA TEREZA ;Rio Grande;RS;96201650;53;32338240;;ivoklein@sameisa.com.br;IVO JOSE KLEIN;COORDENADOR ADMINISTRATIVO;4;2000-07-27
413372;92219070000153;SOCIEDADE PORTUGUESA DE BENEFICÊNCIA;SAUDE MAIOR;Filantropia;RUA ANDRADE NEVES;915;;CENTRO;Pelotas;RS;96020080;53;30252555;32782711;adm@saudemaior.com.br;CARLOS ALBERTO RAJÃO FRIO;PRESIDENTE;6;2001-03-21
416410;97403778000183;SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;ODONTOPLAN BH;Odontologia de Grupo;RUA GOITACAZES;375;SALA 1104;CENTRO;Belo Horizonte;MG;30190050;31;32263996;32263221;contato@socioodonto.com.br;ANDERSON GONÇALVES;SÓCIO ADMINISTRADOR;4;2007-10-30
419524;19304091000187;SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.;SORRIDEN;Odontologia de Grupo;ALAMEDA RIO NEGRO;500;CONJUNTO 305 - TORRE 2;ALPHAVILLE;Barueri;SP;06454000;11;20765040;;ouvidoria@sorriden.com.br;CLEBER SOARES DE SOUZA;REPRESENTANTE;4;2014-09-22
006246;01685053000156;SUL AMERICA COMPANHIA DE SEGURO SAÚDE;;Seguradora Especializada em Saúde;RUA DO PASSEIO;42;6º PAVIMENTO;CENTRO;Rio de Janeiro;RJ;20021290;11;37797400;;atendeans@sulamerica.com.br;RAQUEL REIS CORREA;REPRESENTANTE;1;1998-12-16
417815;11973134000105;SUL AMÉRICA ODONTOLÓGICO S/A;;Odontologia de Grupo;ALAMEDA SANTOS;2.101;5º ANDAR;CERQUEIRA CÉSAR;São Paulo;SP;01419911;11;37797400;;atendeans@sulamerica.com.br;RAQUEL REIS CORREA;DIRETORA PRESIDENTE;1;2011-01-24
416428;02866602000151;SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.;;Medicina de Grupo;ALAMEDA SANTOS ;2.101;4º ANDAR;CERQUEIRA CÉSAR;São Paulo;SP;01419911;11;37797400;37795848;atendeans@sulamerica.com.br;RAQUEL REIS CORREA;DIRETORA PRESIDENTE;1;2007-10-31
423718;49792664000120;SUL DO PARÁ LTDA;SUL DO PARÁ;Medicina de Grupo;Q CINCO;7;FOLHA CSII 30 LOTE G06 E G07;NOVA MARABÁ;Marabá;PA;68507370;94;81907000;;contabilidade@suldoparasaude.com.br;MARCELO FERREIRA BEZERRA;ADMINISTRADOR;5;2023-10-02
338346;90747908000156;SULMED - ASSISTÊNCIA MÉDICA LTDA;SULMED;Medicina de Grupo;AV INDEPENDENCIA;386;;INDEPENDÊNCIA;Porto Alegre;RS;90035070;51;32201000;32249338;sulmed@sulmed.com.br;ELIENE APARECIDA CANDIAN;REPRESENTANTE LEGAL JUNTO À ANS;4;1998-12-16
412252;04002216000147;SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA;TUIUIU ADM. DE PLANO DE SAUDE LTDA;Medicina de Grupo;RUA CARVALHO ALVIM;261;PARTE;TIJUCA;Rio de Janeiro;RJ;20510100;21;32949000;;svsaude@svsaude.com;FELIPE D'AZEVEDO LEMOS;REPRESENTANTE JUNTO A ANS;4;2000-09-14
319180;00636975000100;SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA;SÃO DOMINGOS SAÚDE;Medicina de Grupo;RUA TREZE DE MAIO;1.437;;CENTRO;Catanduva;SP;15800010;17;35317777;35317777;sds@saodomingossaude.com.br;JOSÉ RENATO PIZARRO;PRESIDENTE;6;1998-12-16
403962;03098226000165;SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA;HGU SAÚDE;Medicina de Grupo;AV. DR. FERNANDO GOES;1076;;CENTRO;Petrolina;PE;56304020;08;738668250;738668250;hgusaude@hgusaude.com.br;GILBERTO ANTÔNIO MACIEL DUQUE PORTO;Socio / Diretor ¿ ADM/ financeiro;5;1999-04-28
344362;96509690000188;SÃO LUCAS SAÚDE S/A;HAPVIDA NOTREDAME SAO PAULO;Medicina de Grupo;AV. BRASIL;1530;;SANTO ANTONIO;Americana;SP;13465770;19;34771000;34771004;ans@intermedica.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE LEGAL;5;1998-12-23
316849;42465310000121;TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;Autogestão;AV PRESIDENTE VARGAS;290;;CENTRO;Rio de Janeiro;RJ;20071000;02;121216000;121216006;prousselet@telos.org.br;PATRICIA BOEHME ROUSSELET;REPRESENTANTE;6;1998-12-17
422771;41432461000110;TEMPO MED PLANO DE SAUDE LTDA;TEMPO MED;Medicina de Grupo;Rua Deputado Antônio Edu Vieira;1414;;Saco dos Limões/Pantanal;Florianópolis;SC;88040245;41;33000263;;ger.adm@clinicatempo.com.br;PAULO POLI NETO;ADMINISTRADOR NÃO SÓCIO;6;2021-05-19
412759;03773153000160;TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA;NORDESTE SAÚDE EMPRESARIAL;Medicina de Grupo;AVENIDA CONCÊNTRICA;04;;JARDIM BRASÍLIA;Camaçari;BA;42803001;71;31866106;;ouvidoria@nordestesaude.com.br;ELÁDIO GALDINO VILELA DE SOUZA;ADMINISTRADOR;5;2000-12-15
423548;43079723000130;TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA;REDE  TOTAL  SERVIÇOS  MÉDICOS;Medicina de Grupo;Rua Andaluzita;131;8º ANDAR;Bairro Carmo;Belo Horizonte;MG;30310030;31;99924317;;sergio.araujo@rede-total.com;SORMANE ALVES PARREIRA;REPRESENTANTE LEGAL;;2023-03-13
423017;42209475000132;TOTAL SAUDE  ADMINISTRADORA DE BENEFICIOS EIRELI;;Administradora de Benefícios;AVENIDA NOSSA SENHORA DA PENHA ;1495.0;LOJA 25;SANTA LUCIA ;Vitória;ES;29056245;21;997052004;;HENRIQUE@AMCONTADORES.COM.BR;SERGIO SOARES DE ARAUJO;SOCIO - ADMINISTRADOR;;2021-09-08
422827;37020290000145;TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE;TRINO;Medicina de Grupo;Rua Manoel Braga Machado;83;Anexo Loja;Ferroviários;Cachoeiro de Itapemirim;ES;29308065;;;;trino@trinoonline.com.br;VINICIUS RIBEIRO DE FREITAS;Superintendente;;2021-07-29
424501;58554194000157;UNIC ASSISTENCIA MEDICA LTDA;UNIC ASSISTENCIA MEDICA;Medicina de Grupo;R MAX HERGERT;366;SALA 02;JARDIM BELA VISTA;Cosmópolis;SP;13150130;19;91782954;;ASSISTENCIAMEDICAUNIC@GMAIL.COM;MENAIDE DA SILVA MACHADO;Sócio Administrador;;2025-04-29
413429;04222989000139;UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.;UNIDENTIS ASSISTÊNCIA ODONTOLÓGICA LTDA;Odontologia de Grupo;RUA MAXIMIANO FIGUEIREDO;94;SL 00002;CENTRO;João Pessoa;PB;58013470;83;30443004;30443010;patriciaborgesrdoamaral@hotmail.com;PATRÍCIA BORGES RODRIGUES DO AMARAL;ADMINISTRADORA/DENTISTA;5;2001-04-03
385255;01445199000124;UNIHOSP SAÚDE LTDA;UNIHOSP;Medicina de Grupo;RUA LUIS PINTO FLAQUER;457;;CENTRO;Santo André;SP;09010090;11;44693306;44693300;unihosp@unihospsaude.com.br;CAMILA MENNEH BARUSCO;REPRESENTANTE;5;1998-12-16
306398;87300448000109;UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA.;;Cooperativa Médica;AV. PIRAÍ;155;;SÃO CRISTOVÃO;Lajeado;RS;95913148;51;37147100;37147102;unimedvtrp@unimedvtrp.com.br;DANIEL LUBISCO PANDOLFI;DIRETOR ADMINISTRATIVO;5;1998-12-21
354996;42946061000196;UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO;UNIMED ALFENAS;Cooperativa Médica;RUA PRESIDENTE ARTUR BERNARDES;189;;CENTRO;Alfenas;MG;37130000;35;37130000;36981021;unimed@unimedalfenas.com.br;CLAUDIO LAUDARES MOREIRA;DIRETOR PRESIDENTE;5;1998-12-18
324159;57214900000159;UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO;UNIMED ALTA MOGIANA;Cooperativa Médica;AVENIDA DEZ;685;;CENTRO;Orlândia;SP;14620043;16;38204466;38204426;secretaria@unimedaltamogiana.com.br;MARCELO GONÇALVES JUNQUEIRA LEITE;DIRETOR PRESIDENTE;5;1998-12-18
343684;88732318000108;UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.;UNIMED ALTO DA SERRA;Cooperativa Médica;RUA XV DE NOVEMBRO;556;;CENTRO;Vacaria;RS;95200000;54;32321755;32322588;gerencia@unimed-as.com.br;GEORGE ARTUR MATTOS SILVESTRE;PRESIDENTE;5;1998-12-23
352519;72234164000194;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;UNIMED ALTO JACUÍ;Cooperativa Médica;RUA FLORES DA CUNHA;530;;SANTA HELENA;Ibirubá;RS;98200000;54;33241462;33241462;unimed@unimedaj.com.br;OROMAR VASCONCELOS SUERTEGARAY;REPRESENTANTE;5;1998-12-23
341819;00763923000103;UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO;UNIMED ALTO PARANAIBA;Cooperativa Médica;RUA DOMINGOS LACERDA;1057;;CENTRO;Coromandel;MG;38550000;34;38411620;;unimed310gerencia@gmail.com;NEFTALI PENA NETO;PRESIDENTE;6;1998-12-17
348261;42889436000123;UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;UNIMED ALTO SÃO FRANCISCO;Cooperativa Médica;RUA DOUTOR TEIXEIRA SOARES;151;;CENTRO;Formiga;MG;35557000;37;33296100;33296100;juridico@unimedasf.coop.br;IRAMIL ALMADA JÚNIOR;DIRETOR PRESIDENTE;5;1998-12-17
372561;00381694000154;UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO;UNIMED ALTO VALE;Cooperativa Médica;RUA PREFEITO EUGÊNIO SCHNEIDER;123;;EUGÊNIO SCHNEIDER;Rio do Sul;SC;89167900;47;35313333;35313324;altovale@unimedaltovale.coop.br;LEONARDO CLAUDINO RIBEIRO;PRESIDENTE;5;1998-12-16
345598;65422339000121;UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO;UNIMED AMPARO;Cooperativa Médica;AV. DA SAUDADE;369;;SILVESTRE;Amparo;SP;13900570;19;38087077;38087078;diretoria@unimedamparo.coop.br;ADALTON RAFAEL DE TOLEDO;REPRESENTANTE;5;1998-12-18
348082;54012406000113;UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO;UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PRAÇA MARTINICO PRADO;71;;CENTRO;Araras;SP;13600680;19;35435300;;ans@unimedanhanguera.coop.br;MARCELO TORRENTE SILVA;DIRETOR PRESIDENTE;5;1998-12-17
312347;26629238000174;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;UNIMED ANÁPOLIS;Cooperativa Médica;AV. FAYAD HANNA;0000;Q B LT 1,2 E 3;CIDADE JARDIM;Anápolis;GO;75080410;62;33333330;33333301;regulacao.ans@unimedanapolis.com.br;ELIAS HANNA;Presidente do Conselho de Administração;5;1998-12-24
358096;81064511000179;UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO;UNIMED APUCARANA;Cooperativa Médica;RUA DESEMBARGADOR CLOTARIO PORTUGAL;927;;CENTRO;Apucarana;PR;86800020;43;34208500;34208500;ans@unimedapucarana.coop.br;RIBAMAR LEONILDO MARONEZE;DIRETOR PRESIDENTE;5;1998-12-17
354325;20909271000171;UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO ;UNIMED ARAGUARI;Cooperativa Médica;AV. CORONEL TEODOLINO PEREIRA DE ARAÚJO;801;;CENTRO;Araguari;MG;38440062;34;32425151;32495152;juridico@unimedaraguari.coop.br;DR. JOSE SAMUEL DE PAULA;DIRETOR PRESIDENTE;5;1998-12-17
335215;00111826000128;UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;RUA MAJOR FELIX MOREIRA;39;;CENTRO;Araruama;RJ;28970000;22;26659900;26657332;uni290presidente@araruama.unimed.com.br;FABIANO LOUBACK DA SILVA;REPRESENTANTE;5;1998-12-21
331651;25910449000118;UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED ARAXÁ;Cooperativa Médica;AVENIDA JOAO MOREIRA SALLES;130;;PADRE ALAOR;Araxá;MG;38182264;34;36694900;36694929;unimed@unimedaraxa.com.br;RUBENS ASSUNÇÃO DE OLIVEIRA;PRESIDENTE;5;1998-12-17
309087;25810946000144;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED BARBACENA;Cooperativa Médica;RUA JÚLIO AUGUSTO DE ARAÚJO ;224;;BOA MORTE ;Barbacena;MG;36201001;32;33393900;33393243;unimed@unimedbarbacena.coop.br;JÚLIO CÉSAR DE ANDRADE;Diretor Presidente;5;1998-12-17
304468;37436920000167;UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO;UNIMED ARAGUAIA;Cooperativa Médica;RUA XAVANTE;459;;SETOR SUL II;Barra do Garças;MT;78600908;66;34022400;34022400;ans@unimedaraguaia.coop.br;DARCYANE DE ASSIS CAVALCANTE FARIA ;PRESIDENTE;5;1998-12-24
343889;16513178000176;UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO;UNIMED BH;Cooperativa Médica;RUA DOS INCONFIDENTES;44;;FUNCIONÁRIOS;Belo Horizonte;MG;30140120;31;32296542;32839753;assuntos.regulatorios@unimedbh.com.br;EUDES ARANTES MAGALHÃES;DIRETOR DE GESTÃO ASSISTENCIAL;4;1998-12-16
303976;04201372000137;UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO;UNIMED BELÉM;Cooperativa Médica;TRAVESSA CURUZÚ;2212;;MARCO;Belém;PA;66085823;91;40095272;40095260;ans@unimedbelem.com.br;ELAINE XAVIER PRESTES;DIRETORA GERAL;5;1998-12-18
334561;82624776000147;UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO;UNIMED BLUMENAU;Cooperativa Médica;RUA ALMIRANTE BARROSO;1159;SALA 1;VILA NOVA;Blumenau;SC;89035401;47;33318593;33318570;assuntosans@unimedblumenau.com.br;EDSON PEDRO DA SILVA;Diretor presidente;5;1998-12-16
323357;27626696000112;UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.;UNIMED CABO FRIO;Cooperativa Médica;AV. JULIA KUBITSCHEK;35;LOJA 01;CENTRO;Cabo Frio;RJ;28905000;22;26478080;;comunicacao@unimedcabofrio.coop.br;JOSÉ MARCOS BARROSO PILLAR;DIRETOR PRESIDENTE;5;1998-12-21
350346;01143922000110;UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ;UNIMED CÁCERES;Cooperativa Médica;RUA CORONEL JOSE DULCE;458;;CENTRO;Cáceres;MT;78200000;65;32111200;;ans@unimedcaceres.com.br;PEDRO HENRY NETO;VICE-PRESIDENTE;6;1998-12-24
344141;02314168000105;UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO;UNIMED CAJAZEIRAS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SABINO ASSIS;125;;CENTRO;Cajazeiras;PB;58900000;83;35314222;35314500;unimedcaj@uol.com.br;FRANCISCO XAVIER DE FREITAS PEREIRA;PRESIDENTE;5;1998-12-21
343765;00342481000113;UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO;UNIMED DE CALDAS NOVAS;Cooperativa Médica;RUA ANTONIO COELHO DE GODOY;154;;SETOR OESTE;Caldas Novas;GO;75690000;64;34577000;;joana.jesus@unimedcaldas.coop.br;FERNANDO DE OLIVEIRA RESENDE;DIRETOR PRESIDENTE;5;1998-12-29
