CNPJ;RAZAOSOCIAL;TRIMESTRE;ANO;REGISTRO ANS;MODALIDADEE;UF;VALOR DESPESA
33546979000157;UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA;3;2025;305472;Cooperativa Médica;GO;55741046.82
33601568000117;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME;1;2025;344184;Autogestão;GO;11667.81
33601568000117;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME;2;2025;344184;Autogestão;GO;21832.52
33601568000117;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME;3;2025;344184;Autogestão;GO;28100.5
33719485000127;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL;1;2025;346659;Autogestão;DF;1931201503.8799999
33719485000127;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL;2;2025;346659;Autogestão;DF;4026363097.5000005
33719485000127;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL;3;2025;346659;Autogestão;DF;6232933974.41
33721226000130;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA;1;2025;343676;Medicina de Grupo;RJ;14778747.459999999
33721226000130;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA;2;2025;343676;Medicina de Grupo;RJ;30146765.8
33721226000130;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA;3;2025;343676;Medicina de Grupo;RJ;46548644.87
33922160000147;ASSOCIAÇÃO FCA SAÚDE;1;2025;422053;Autogestão;MG;35121990.99
33922160000147;ASSOCIAÇÃO FCA SAÚDE;2;2025;422053;Autogestão;MG;77147283.59
33922160000147;ASSOCIAÇÃO FCA SAÚDE;3;2025;422053;Autogestão;MG;121681026.32000001
34011288000111;ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;1;2025;387185;Autogestão;RJ;8648371.36
34011288000111;ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;2;2025;387185;Autogestão;RJ;16124775.219999999
34011288000111;ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;3;2025;387185;Autogestão;RJ;25434718.34
34063123000193;UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO;1;2025;325082;Cooperativa Médica;BA;4215241.29
34063123000193;UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO;2;2025;325082;Cooperativa Médica;BA;7187036.54
34063123000193;UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO;3;2025;325082;Cooperativa Médica;BA;11715435.96
34266553000102;ALICE OPERADORA LTDA.;1;2025;421928;Medicina de Grupo;SP;91616088.56
34266553000102;ALICE OPERADORA LTDA.;2;2025;421928;Medicina de Grupo;SP;208838346.74
34266553000102;ALICE OPERADORA LTDA.;3;2025;421928;Medicina de Grupo;SP;354140241.84
34269803000168;REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;1;2025;331317;Autogestão;RJ;118873124.83
34269803000168;REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;2;2025;331317;Autogestão;RJ;254225142.31
34269803000168;REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;3;2025;331317;Autogestão;RJ;398286073.67
34539000000186;KLINI PLANOS DE SAÚDE LTDA;1;2025;422029;Medicina de Grupo;RJ;63884780.99
34539000000186;KLINI PLANOS DE SAÚDE LTDA;2;2025;422029;Medicina de Grupo;RJ;141445386.79999998
34539000000186;KLINI PLANOS DE SAÚDE LTDA;3;2025;422029;Medicina de Grupo;RJ;227812876.34
34732056000152;ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA;1;2025;422151;Medicina de Grupo;BA;4020531.32
34732056000152;ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA;2;2025;422151;Medicina de Grupo;BA;8242795.37
34732056000152;ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA;3;2025;422151;Medicina de Grupo;BA;14606072.55
34844263000107;ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;1;2025;422070;Autogestão;RJ;21865341.87
34844263000107;ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;2;2025;422070;Autogestão;RJ;46440107.89
34844263000107;ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;3;2025;422070;Autogestão;RJ;75949391.55
34907159000106;ODONT-OPERADORA ODONTOLOGICA LTDA;1;2025;422088;Odontologia de Grupo;SP;713764.5
34907159000106;ODONT-OPERADORA ODONTOLOGICA LTDA;2;2025;422088;Odontologia de Grupo;SP;1514161.95
34907159000106;ODONT-OPERADORA ODONTOLOGICA LTDA;3;2025;422088;Odontologia de Grupo;SP;2425160.21
35436658000125;DENTAL CENTER LTDA;1;2025;339458;Odontologia de Grupo;PB;331865.58
35436658000125;DENTAL CENTER LTDA;2;2025;339458;Odontologia de Grupo;PB;719361.05
35436658000125;DENTAL CENTER LTDA;3;2025;339458;Odontologia de Grupo;PB;1100320.22
35617257000171;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;1;2025;302627;Autogestão;PE;5000427.13
35617257000171;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;2;2025;302627;Autogestão;PE;11029558.67
35617257000171;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;3;2025;302627;Autogestão;PE;17699405.14
35642768000143;UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO;1;2025;318566;Cooperativa Médica;AL;22991216.900000002
35642768000143;UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO;2;2025;318566;Cooperativa Médica;AL;45797624.480000004
35642768000143;UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO;3;2025;318566;Cooperativa Médica;AL;67742195.33
35657268000185;ASSOCIAÇÃO DE SAÚDE DO VALE;1;2025;422321;Medicina de Grupo;SC;18433332.44
35657268000185;ASSOCIAÇÃO DE SAÚDE DO VALE;2;2025;422321;Medicina de Grupo;SC;38761401.61
35657268000185;ASSOCIAÇÃO DE SAÚDE DO VALE;3;2025;422321;Medicina de Grupo;SC;65168004.38
35830868000101;UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE;1;2025;302953;Cooperativa Médica;RJ;119246058.75
35830868000101;UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE;2;2025;302953;Cooperativa Médica;RJ;253807803.46
35830868000101;UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE;3;2025;302953;Cooperativa Médica;RJ;390976288.99
35908607000159;CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;1;2025;319872;Medicina de Grupo;RJ;1143068.51
35908607000159;CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;2;2025;319872;Medicina de Grupo;RJ;2298986.16
35908607000159;CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;3;2025;319872;Medicina de Grupo;RJ;3399327.58
35917970000130;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO;1;2025;364584;Cooperativa Médica;RJ;114156229.63
35917970000130;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO;2;2025;364584;Cooperativa Médica;RJ;233542905.91
35917970000130;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO;3;2025;364584;Cooperativa Médica;RJ;358312059.5
35988963000120;UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO;1;2025;371777;Cooperativa Médica;ES;22865397.88
35988963000120;UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO;2;2025;371777;Cooperativa Médica;ES;45577136.25
35988963000120;UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO;3;2025;371777;Cooperativa Médica;ES;73527279.65
36186642000174;PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA;1;2025;422355;Odontologia de Grupo;MG;333065.96
36186642000174;PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA;2;2025;422355;Odontologia de Grupo;MG;854125.5399999999
36186642000174;PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA;3;2025;422355;Odontologia de Grupo;MG;1460358.0899999999
36263502000152;CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.;1;2025;422304;Medicina de Grupo;RJ;1536634.02
36263502000152;CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.;2;2025;422304;Medicina de Grupo;RJ;3001448.05
36263502000152;CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.;3;2025;422304;Medicina de Grupo;RJ;4949606.18
36503186000149;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;1;2025;422339;Medicina de Grupo;RJ;89197377.24
36503186000149;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;2;2025;422339;Medicina de Grupo;RJ;189730480.37
36503186000149;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;3;2025;422339;Medicina de Grupo;RJ;314831613.18
36540979000138;UNIMED COSTA VERDE RJ;1;2025;311146;Cooperativa Médica;RJ;14776903.1
36540979000138;UNIMED COSTA VERDE RJ;2;2025;311146;Cooperativa Médica;RJ;27118366.689999998
36540979000138;UNIMED COSTA VERDE RJ;3;2025;311146;Cooperativa Médica;RJ;40279460.7
36567721000125;SAMI ASSISTÊNCIA MÉDICA LTDA;1;2025;422398;Medicina de Grupo;SP;23761205.830000002
36567721000125;SAMI ASSISTÊNCIA MÉDICA LTDA;2;2025;422398;Medicina de Grupo;SP;47742665.68
36567721000125;SAMI ASSISTÊNCIA MÉDICA LTDA;3;2025;422398;Medicina de Grupo;SP;70151779.38000001
37020290000145;TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE;1;2025;422827;Medicina de Grupo;ES;6440851.42
37020290000145;TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE;2;2025;422827;Medicina de Grupo;ES;14038735.459999999
37020290000145;TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE;3;2025;422827;Medicina de Grupo;ES;22511182.2
37035441000139;SELECT OPERADORA DE PLANO DE SAUDE LTDA;1;2025;358053;Medicina de Grupo;GO;12937837.5
37035441000139;SELECT OPERADORA DE PLANO DE SAUDE LTDA;2;2025;358053;Medicina de Grupo;GO;50486179.95999999
37035441000139;SELECT OPERADORA DE PLANO DE SAUDE LTDA;3;2025;358053;Medicina de Grupo;GO;109553924.0
37135365000133;ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.;1;2025;395480;Medicina de Grupo;AL;21219283.09
37135365000133;ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.;2;2025;395480;Medicina de Grupo;AL;44139935.49
37135365000133;ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.;3;2025;395480;Medicina de Grupo;AL;65030770.74
37256591000172;UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA;1;2025;358339;Cooperativa odontológica;GO;1440513.0
37256591000172;UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA;2;2025;358339;Cooperativa odontológica;GO;2814235.96
37256591000172;UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA;3;2025;358339;Cooperativa odontológica;GO;4226378.9399999995
37275625000176;UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO;1;2025;320251;Cooperativa Médica;GO;41978310.510000005
37275625000176;UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO;2;2025;320251;Cooperativa Médica;GO;79480702.48
37275625000176;UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO;3;2025;320251;Cooperativa Médica;GO;120028924.08
37313475000148;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO;1;2025;309907;Cooperativa Médica;TO;39753815.94
37313475000148;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO;2;2025;309907;Cooperativa Médica;TO;79275798.97
37313475000148;UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO;3;2025;309907;Cooperativa Médica;TO;118370518.58
37319040000100;VOCÊ TOTAL PLANOS DE SAÚDE LIMITADA;2;2025;422487;Medicina de Grupo;SP;4888161.76
37319040000100;VOCÊ TOTAL PLANOS DE SAÚDE LIMITADA;3;2025;422487;Medicina de Grupo;SP;7952524.65
37354048000108;YOU ASSISTÊNCIA MÉDICA LTDA.;2;2025;422380;Medicina de Grupo;MG;4701165.29
37382009000114;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO;1;2025;363855;Autogestão;GO;26086811.490000002
37382009000114;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO;2;2025;363855;Autogestão;GO;51185068.54
37382009000114;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO;3;2025;363855;Autogestão;GO;80110947.85
37436920000167;UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO;1;2025;304468;Cooperativa Médica;MT;20499651.38
37436920000167;UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO;2;2025;304468;Cooperativa Médica;MT;41104950.63
37436920000167;UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO;3;2025;304468;Cooperativa Médica;MT;61661156.6
37496767000163;UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA;1;2025;343404;Cooperativa odontológica;MT;28212.9
37496767000163;UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA;2;2025;343404;Cooperativa odontológica;MT;55193.7
37496767000163;UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA;3;2025;343404;Cooperativa odontológica;MT;97274.5
37652765000116;UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.;1;2025;334847;Cooperativa Médica;GO;4375485.67
37652765000116;UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.;2;2025;334847;Cooperativa Médica;GO;9131632.379999999
37652765000116;UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.;3;2025;334847;Cooperativa Médica;GO;14951922.33
37880952000157;VIVACOM PLANOS DE SAÚDE;1;2025;361461;Autogestão;GO;22598317.279999997
37880952000157;VIVACOM PLANOS DE SAÚDE;2;2025;361461;Autogestão;GO;44875965.45
37880952000157;VIVACOM PLANOS DE SAÚDE;3;2025;361461;Autogestão;GO;69814940.05
37898335000189;UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO ;1;2025;357715;Cooperativa Médica;GO;3921129.8200000003
37898335000189;UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO ;2;2025;357715;Cooperativa Médica;GO;8360674.06
37898335000189;UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO ;3;2025;357715;Cooperativa Médica;GO;12922017.13
38272479000198;PB ASSISTENCIA MEDICA EU LTDA;1;2025;422584;Medicina de Grupo;BA;4910928.24
38272479000198;PB ASSISTENCIA MEDICA EU LTDA;2;2025;422584;Medicina de Grupo;BA;12158145.620000001
38272479000198;PB ASSISTENCIA MEDICA EU LTDA;3;2025;422584;Medicina de Grupo;BA;20932037.13
38499547000156;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.;1;2025;353060;Cooperativa Médica;MG;39603215.62
38499547000156;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.;2;2025;353060;Cooperativa Médica;MG;78931462.52
38499547000156;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.;3;2025;353060;Cooperativa Médica;MG;123146176.21
39149389000177;LIVRI OPERADORA DE PLANO DE SAÚDE LTDA;1;2025;422479;Medicina de Grupo;SP;54610.75
39149389000177;LIVRI OPERADORA DE PLANO DE SAÚDE LTDA;2;2025;422479;Medicina de Grupo;SP;102243.04
39149389000177;LIVRI OPERADORA DE PLANO DE SAÚDE LTDA;3;2025;422479;Medicina de Grupo;SP;153575.6
39210844000100;UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO;1;2025;320897;Cooperativa Médica;RJ;20595481.56
39210844000100;UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO;2;2025;320897;Cooperativa Médica;RJ;43780463.46
39210844000100;UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO;3;2025;320897;Cooperativa Médica;RJ;67422280.55
39384664000137;UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.;1;2025;371629;Cooperativa Médica;ES;40045383.78
39384664000137;UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.;2;2025;371629;Cooperativa Médica;ES;80544842.32000001
39384664000137;UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.;3;2025;371629;Cooperativa Médica;ES;123930429.32000001
39419809000198;PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE;1;2025;331988;Autogestão;RJ;129354768.06
39419809000198;PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE;2;2025;331988;Autogestão;RJ;250236255.70000002
39419809000198;PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE;3;2025;331988;Autogestão;RJ;389478697.66
39427632000171;ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS;1;2025;422631;Autogestão;RJ;1264950378.85
39427632000171;ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS;2;2025;422631;Autogestão;RJ;2681309992.33
39427632000171;ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS;3;2025;422631;Autogestão;RJ;4200746236.14
40038813000195;SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;1;2025;422746;Medicina de Grupo;SP;445126.39999999997
40038813000195;SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;2;2025;422746;Medicina de Grupo;SP;1516634.21
40038813000195;SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;3;2025;422746;Medicina de Grupo;SP;2598631.95
40187311000126;GOCARE PLANOS DE SAUDE LTDA;1;2025;422681;Medicina de Grupo;SP;22554985.5
40187311000126;GOCARE PLANOS DE SAUDE LTDA;2;2025;422681;Medicina de Grupo;SP;42455256.07
40187311000126;GOCARE PLANOS DE SAUDE LTDA;3;2025;422681;Medicina de Grupo;SP;59807608.58
40223893000159;ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.;1;2025;310981;Odontologia de Grupo;SP;2119962.06
40223893000159;ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.;2;2025;310981;Odontologia de Grupo;SP;4531826.92
40223893000159;ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.;3;2025;310981;Odontologia de Grupo;SP;7073557.59
40246859000108;ODILE SERVIÇOS DE SAÚDE LTDA.;1;2025;422754;Medicina de Grupo;SP;335240.73
40246859000108;ODILE SERVIÇOS DE SAÚDE LTDA.;2;2025;422754;Medicina de Grupo;SP;572112.86
40246859000108;ODILE SERVIÇOS DE SAÚDE LTDA.;3;2025;422754;Medicina de Grupo;SP;986028.02
40294225000112;UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO;1;2025;352683;Cooperativa Médica;RJ;55889628.440000005
40294225000112;UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO;2;2025;352683;Cooperativa Médica;RJ;118096198.28999999
40294225000112;UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO;3;2025;352683;Cooperativa Médica;RJ;186751225.21
40853020000120;UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;1;2025;323268;Cooperativa Médica;PE;73928510.68
40853020000120;UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;2;2025;323268;Cooperativa Médica;PE;156215163.59
40853020000120;UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;3;2025;323268;Cooperativa Médica;PE;237827062.72
40960189000189;UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO;1;2025;324523;Cooperativa Médica;PB;190.4
40960189000189;UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO;2;2025;324523;Cooperativa Médica;PB;2368.26
40960189000189;UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO;3;2025;324523;Cooperativa Médica;PB;4108.29
41077489000187;AMPLA PLANOS DE SAUDE LTDA;2;2025;422720;Medicina de Grupo;RJ;182650903.93
41077489000187;AMPLA PLANOS DE SAUDE LTDA;3;2025;422720;Medicina de Grupo;RJ;291631001.39
41248894000110;VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.;1;2025;422835;Medicina de Grupo;SP;3526467.71
41248894000110;VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.;2;2025;422835;Medicina de Grupo;SP;10752593.28
41248894000110;VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.;3;2025;422835;Medicina de Grupo;SP;16272734.509999998
41369935000127;SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;1;2025;415901;Medicina de Grupo;MA;352055.77999999997
41369935000127;SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;2;2025;415901;Medicina de Grupo;MA;691592.3099999999
41369935000127;SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;3;2025;415901;Medicina de Grupo;MA;1006907.45
41432461000110;TEMPO MED PLANO DE SAUDE LTDA;1;2025;422771;Medicina de Grupo;SC;20645499.31
41432461000110;TEMPO MED PLANO DE SAUDE LTDA;2;2025;422771;Medicina de Grupo;SC;42963498.13
41432461000110;TEMPO MED PLANO DE SAUDE LTDA;3;2025;422771;Medicina de Grupo;SC;70030692.74000001
41511429000120;UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO;1;2025;316458;Cooperativa Médica;PI;6654769.0200000005
41511429000120;UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO;2;2025;316458;Cooperativa Médica;PI;13952286.15
41511429000120;UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO;3;2025;316458;Cooperativa Médica;PI;20777580.84
41687179000184;UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.;1;2025;355593;Cooperativa Médica;MG;18274218.11
41687179000184;UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.;2;2025;355593;Cooperativa Médica;MG;37596768.08
41687179000184;UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.;3;2025;355593;Cooperativa Médica;MG;59023968.49
41715325000138;ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.;2;2025;422941;Administradora de Benefícios;SP;2840.0
41715325000138;ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.;3;2025;422941;Administradora de Benefícios;SP;2840.0
41781949000153;UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS;1;2025;316148;Cooperativa Médica;MG;24536924.61
41781949000153;UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS;2;2025;316148;Cooperativa Médica;MG;50281104.0
41781949000153;UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS;3;2025;316148;Cooperativa Médica;MG;75777930.5
41871989000196;UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.;1;2025;301060;Cooperativa Médica;MG;11412158.370000001
41871989000196;UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.;2;2025;301060;Cooperativa Médica;MG;22301187.080000002
41871989000196;UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.;3;2025;301060;Cooperativa Médica;MG;33157269.45
41905498000119;UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA;1;2025;315494;Cooperativa Médica;MG;6947958.91
41905498000119;UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA;2;2025;315494;Cooperativa Médica;MG;15468426.280000001
41905498000119;UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;315494;Cooperativa Médica;MG;26606271.840000004
41929347000109;PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;1;2025;422959;Medicina de Grupo;BA;1447566.5299999998
41929347000109;PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;2;2025;422959;Medicina de Grupo;BA;2943779.7
41929347000109;PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;3;2025;422959;Medicina de Grupo;BA;4181987.9099999997
42043067000153;UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO;1;2025;346209;Cooperativa Médica;BA;23728834.34
42043067000153;UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO;2;2025;346209;Cooperativa Médica;BA;46520106.46
42043067000153;UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO;3;2025;346209;Cooperativa Médica;BA;68004094.74
42160192000143;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;1;2025;317233;Autogestão;PE;73604822.77
42160192000143;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;2;2025;317233;Autogestão;PE;169480791.45000002
42160192000143;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;3;2025;317233;Autogestão;PE;271546292.02
42163881000101;UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO;2;2025;393321;Cooperativa Médica;RJ;65480619.35
42182170000184;CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ;1;2025;324361;Medicina de Grupo;RJ;67201231.84
42182170000184;CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ;2;2025;324361;Medicina de Grupo;RJ;140304962.03
42182170000184;CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ;3;2025;324361;Medicina de Grupo;RJ;215210728.4
42425561000182;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;1;2025;340162;Medicina de Grupo;RJ;1379055.9200000002
42425561000182;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;2;2025;340162;Medicina de Grupo;RJ;2733947.52
